Date;Heure début;Heure fin;Centre de charge;Equipe;Code motif d'arrêt;Libellé motif;Durée (mn)
09/12/2025;10:08;10:28;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;20
10/12/2025;06:48;07:28;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
10/12/2025;07:41;08:26;LA-01 Assemblage;Matin;PL-30;Réunion, formation, audit;45
10/12/2025;08:53;09:02;LA-01 Assemblage;Matin;LO-20;Saturation aval;9
10/12/2025;09:34;09:57;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;23
10/12/2025;10:20;10:33;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;13
10/12/2025;13:49;14:29;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
10/12/2025;14:49;15:27;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;38
10/12/2025;15:40;15:57;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;17
10/12/2025;16:09;16:43;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;34
10/12/2025;17:19;17:36;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;17
10/12/2025;06:41;07:21;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
10/12/2025;07:43;08:28;LU-02 Usinage;Matin;PL-30;Réunion, formation, audit;45
10/12/2025;08:46;09:00;LU-02 Usinage;Matin;CS-20;Attente outillage;14
10/12/2025;09:19;09:48;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;29
10/12/2025;13:37;14:17;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
10/12/2025;14:43;14:52;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;9
10/12/2025;15:29;15:51;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;22
10/12/2025;16:23;16:43;LU-02 Usinage;Après-midi;LO-20;Saturation aval;20
10/12/2025;21:52;22:32;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
10/12/2025;23:07;23:30;LU-02 Usinage;Nuit;AP-20;Composant non conforme;23
10/12/2025;23:52;00:14;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;22
10/12/2025;00:37;00:55;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;18
10/12/2025;01:33;01:53;LU-02 Usinage;Nuit;CS-20;Attente outillage;20
10/12/2025;06:52;07:32;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
10/12/2025;08:10;08:55;LC-03 Conditionnement;Matin;PL-30;Réunion, formation, audit;45
10/12/2025;09:18;09:53;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;35
10/12/2025;10:29;10:42;LC-03 Conditionnement;Matin;LO-20;Saturation aval;13
10/12/2025;11:12;11:46;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;34
10/12/2025;12:07;12:15;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;8
10/12/2025;12:34;12:57;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;23
11/12/2025;06:36;07:16;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
11/12/2025;07:54;08:49;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;55
11/12/2025;09:13;09:41;LA-01 Assemblage;Matin;AP-20;Composant non conforme;28
11/12/2025;10:12;10:27;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;15
11/12/2025;10:44;11:22;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;38
11/12/2025;11:48;12:19;LA-01 Assemblage;Matin;CS-20;Attente outillage;31
11/12/2025;13:32;14:12;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
11/12/2025;14:31;14:48;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;17
11/12/2025;14:58;15:47;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;49
11/12/2025;15:57;16:21;LA-01 Assemblage;Après-midi;CS-10;Changement de série;24
11/12/2025;16:56;17:02;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;6
11/12/2025;17:10;17:29;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;19
11/12/2025;06:34;07:14;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
11/12/2025;07:28;08:24;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;56
11/12/2025;09:01;09:57;LU-02 Usinage;Matin;MA-10;Panne mécanique;56
11/12/2025;10:11;10:42;LU-02 Usinage;Matin;CS-10;Changement de série;31
11/12/2025;11:21;11:32;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;11
11/12/2025;13:38;14:18;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
11/12/2025;14:40;15:08;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;28
11/12/2025;15:48;15:54;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;6
11/12/2025;16:27;16:42;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;15
11/12/2025;16:54;17:14;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;20
11/12/2025;21:49;22:29;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
11/12/2025;22:39;23:11;LU-02 Usinage;Nuit;CS-20;Attente outillage;32
11/12/2025;23:31;23:51;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;20
11/12/2025;00:15;00:34;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;19
11/12/2025;01:08;01:31;LU-02 Usinage;Nuit;MA-10;Panne mécanique;23
11/12/2025;01:53;02:22;LU-02 Usinage;Nuit;CS-10;Changement de série;29
11/12/2025;06:49;07:29;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
11/12/2025;07:47;08:44;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;57
11/12/2025;09:08;09:20;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;12
11/12/2025;09:43;09:54;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;11
12/12/2025;06:45;07:25;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
12/12/2025;07:59;08:23;LA-01 Assemblage;Matin;CS-20;Attente outillage;24
12/12/2025;08:52;09:20;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;28
12/12/2025;09:41;10:06;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;25
12/12/2025;10:38;11:15;LA-01 Assemblage;Matin;MA-10;Panne mécanique;37
12/12/2025;11:36;11:58;LA-01 Assemblage;Matin;CS-10;Changement de série;22
12/12/2025;13:48;14:28;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
12/12/2025;14:37;14:49;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;12
12/12/2025;15:28;15:56;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;28
12/12/2025;06:38;07:18;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
12/12/2025;07:47;08:04;LU-02 Usinage;Matin;MO-10;Absence non remplacée;17
12/12/2025;08:13;08:29;LU-02 Usinage;Matin;LO-20;Saturation aval;16
12/12/2025;09:08;09:42;LU-02 Usinage;Matin;MA-30;Défaut automatisme;34
12/12/2025;10:16;10:22;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;6
12/12/2025;13:57;14:37;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
12/12/2025;14:54;15:17;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;23
12/12/2025;15:40;16:21;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;41
12/12/2025;16:57;17:13;LU-02 Usinage;Après-midi;CS-20;Attente outillage;16
12/12/2025;17:27;17:42;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;15
12/12/2025;17:50;18:09;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;19
12/12/2025;21:52;22:32;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
12/12/2025;23:03;23:56;LU-02 Usinage;Nuit;MA-10;Panne mécanique;53
12/12/2025;00:25;00:51;LU-02 Usinage;Nuit;CS-10;Changement de série;26
12/12/2025;06:35;07:15;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
12/12/2025;07:42;08:06;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;24
12/12/2025;08:36;08:55;LC-03 Conditionnement;Matin;CS-20;Attente outillage;19
12/12/2025;09:04;09:19;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;15
15/12/2025;06:49;07:29;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
15/12/2025;07:43;08:35;LA-01 Assemblage;Matin;MA-10;Panne mécanique;52
15/12/2025;08:54;09:24;LA-01 Assemblage;Matin;CS-10;Changement de série;30
15/12/2025;13:45;14:25;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
15/12/2025;15:05;15:40;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;35
15/12/2025;16:04;16:21;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;17
15/12/2025;16:35;16:47;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;12
15/12/2025;06:30;07:10;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
15/12/2025;07:37;07:53;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;16
15/12/2025;08:26;08:50;LU-02 Usinage;Matin;AP-20;Composant non conforme;24
15/12/2025;08:59;09:17;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;18
15/12/2025;09:49;10:23;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;34
15/12/2025;10:34;10:59;LU-02 Usinage;Matin;CS-20;Attente outillage;25
15/12/2025;13:42;14:22;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
15/12/2025;14:54;15:16;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;22
15/12/2025;15:27;15:46;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;19
15/12/2025;21:51;22:31;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
15/12/2025;23:09;23:42;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;33
15/12/2025;00:00;00:17;LU-02 Usinage;Nuit;LO-20;Saturation aval;17
15/12/2025;00:30;01:04;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;34
15/12/2025;06:32;07:12;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
15/12/2025;07:24;07:40;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;16
15/12/2025;07:53;08:28;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;35
15/12/2025;08:45;09:06;LC-03 Conditionnement;Matin;CS-10;Changement de série;21
15/12/2025;09:17;09:22;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;5
16/12/2025;06:49;07:29;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
16/12/2025;07:44;07:59;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;15
16/12/2025;08:18;08:34;LA-01 Assemblage;Matin;LO-20;Saturation aval;16
16/12/2025;09:06;09:40;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;34
16/12/2025;13:54;14:34;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
16/12/2025;15:07;15:28;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;21
16/12/2025;15:43;16:18;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;35
16/12/2025;16:50;17:13;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;23
16/12/2025;17:33;17:56;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;23
16/12/2025;06:40;07:20;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
16/12/2025;07:30;08:02;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;32
16/12/2025;08:35;08:56;LU-02 Usinage;Matin;CS-20;Attente outillage;21
16/12/2025;13:40;14:20;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
16/12/2025;14:32;15:08;LU-02 Usinage;Après-midi;CS-10;Changement de série;36
16/12/2025;15:22;15:34;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;12
16/12/2025;15:58;16:31;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;33
16/12/2025;21:53;22:33;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
16/12/2025;22:41;22:54;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;13
16/12/2025;23:16;23:30;LU-02 Usinage;Nuit;AP-20;Composant non conforme;14
16/12/2025;23:40;23:56;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;16
16/12/2025;00:19;00:54;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;35
16/12/2025;06:48;07:28;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
16/12/2025;07:51;07:59;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;8
16/12/2025;08:23;08:58;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;35
16/12/2025;09:23;09:30;LC-03 Conditionnement;Matin;LO-20;Saturation aval;7
16/12/2025;09:39;09:59;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;20
16/12/2025;10:19;10:26;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;7
17/12/2025;06:43;07:23;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
17/12/2025;07:44;07:54;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;10
17/12/2025;08:11;08:25;LA-01 Assemblage;Matin;AP-20;Composant non conforme;14
17/12/2025;09:01;09:21;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;20
17/12/2025;09:44;10:14;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;30
17/12/2025;13:53;14:33;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
17/12/2025;14:41;15:11;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;30
17/12/2025;15:38;16:00;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;22
17/12/2025;16:38;17:33;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;55
17/12/2025;18:01;18:17;LA-01 Assemblage;Après-midi;CS-10;Changement de série;16
17/12/2025;18:44;18:49;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;5
17/12/2025;06:33;07:13;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
17/12/2025;07:53;08:13;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;20
17/12/2025;08:53;09:39;LU-02 Usinage;Matin;MA-10;Panne mécanique;46
17/12/2025;10:15;10:47;LU-02 Usinage;Matin;CS-10;Changement de série;32
17/12/2025;13:29;14:09;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
17/12/2025;14:27;14:39;LU-02 Usinage;Après-midi;LO-20;Saturation aval;12
17/12/2025;14:52;15:14;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;22
17/12/2025;15:24;15:31;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;7
17/12/2025;16:06;16:17;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;11
17/12/2025;21:57;22:37;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
17/12/2025;22:46;23:18;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;32
17/12/2025;23:41;23:55;LU-02 Usinage;Nuit;CS-20;Attente outillage;14
17/12/2025;00:13;00:32;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;19
17/12/2025;01:04;01:22;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;18
17/12/2025;01:40;02:21;LU-02 Usinage;Nuit;MA-10;Panne mécanique;41
17/12/2025;06:39;07:19;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
17/12/2025;07:48;08:26;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;38
17/12/2025;08:46;08:54;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;8
18/12/2025;06:44;07:24;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
18/12/2025;07:32;07:56;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;24
18/12/2025;08:14;08:27;LA-01 Assemblage;Matin;CS-20;Attente outillage;13
18/12/2025;08:47;09:13;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;26
18/12/2025;09:25;09:43;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;18
18/12/2025;10:22;10:58;LA-01 Assemblage;Matin;MA-10;Panne mécanique;36
18/12/2025;13:58;14:38;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
18/12/2025;15:12;15:32;LA-01 Assemblage;Après-midi;CS-10;Changement de série;20
18/12/2025;15:49;16:00;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;11
18/12/2025;06:42;07:22;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
18/12/2025;07:58;08:10;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;12
18/12/2025;08:22;08:46;LU-02 Usinage;Matin;MO-10;Absence non remplacée;24
18/12/2025;09:19;09:27;LU-02 Usinage;Matin;LO-20;Saturation aval;8
18/12/2025;09:59;10:29;LU-02 Usinage;Matin;MA-30;Défaut automatisme;30
18/12/2025;13:29;14:09;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
18/12/2025;14:27;14:56;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;29
18/12/2025;15:06;15:19;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;13
18/12/2025;15:36;16:08;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;32
18/12/2025;16:30;16:50;LU-02 Usinage;Après-midi;CS-20;Attente outillage;20
18/12/2025;17:20;17:48;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;28
18/12/2025;21:51;22:31;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
18/12/2025;23:01;23:13;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;12
18/12/2025;23:23;23:50;LU-02 Usinage;Nuit;MA-10;Panne mécanique;27
18/12/2025;06:52;07:32;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
18/12/2025;07:52;08:13;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;21
18/12/2025;08:25;08:53;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;28
18/12/2025;09:25;09:50;LC-03 Conditionnement;Matin;CS-20;Attente outillage;25
19/12/2025;06:29;07:09;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
19/12/2025;07:32;08:44;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;72
19/12/2025;09:18;09:29;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;11
19/12/2025;09:49;10:31;LA-01 Assemblage;Matin;MA-10;Panne mécanique;42
19/12/2025;13:40;14:20;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
19/12/2025;14:59;15:08;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;9
19/12/2025;15:46;16:23;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;37
19/12/2025;16:43;16:57;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;14
19/12/2025;06:47;07:27;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
19/12/2025;07:41;08:54;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;73
19/12/2025;09:33;10:10;LU-02 Usinage;Matin;MA-30;Défaut automatisme;37
19/12/2025;10:28;10:40;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;12
19/12/2025;10:49;11:15;LU-02 Usinage;Matin;AP-20;Composant non conforme;26
19/12/2025;11:43;12:03;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;20
19/12/2025;12:14;13:01;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;47
19/12/2025;13:43;14:23;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
19/12/2025;14:36;14:49;LU-02 Usinage;Après-midi;CS-20;Attente outillage;13
19/12/2025;15:22;15:54;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;32
19/12/2025;21:57;22:37;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
19/12/2025;22:49;22:59;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;10
19/12/2025;23:23;23:55;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;32
19/12/2025;00:16;00:30;LU-02 Usinage;Nuit;LO-20;Saturation aval;14
19/12/2025;06:39;07:19;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
19/12/2025;07:39;08:53;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;74
19/12/2025;09:19;09:45;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;26
19/12/2025;10:09;10:29;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;20
19/12/2025;10:43;11:37;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;54
19/12/2025;11:57;12:25;LC-03 Conditionnement;Matin;CS-10;Changement de série;28
05/01/2026;06:31;07:11;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
05/01/2026;07:39;07:48;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;9
05/01/2026;08:08;08:23;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;15
05/01/2026;08:59;09:06;LA-01 Assemblage;Matin;LO-20;Saturation aval;7
05/01/2026;14:00;14:40;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
05/01/2026;15:04;15:16;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;12
05/01/2026;15:53;16:16;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;23
05/01/2026;16:37;17:01;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;24
05/01/2026;17:39;18:04;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;25
05/01/2026;06:41;07:21;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
05/01/2026;07:38;07:51;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;13
05/01/2026;08:09;08:30;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;21
05/01/2026;13:37;14:17;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
05/01/2026;14:54;15:37;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;43
05/01/2026;16:09;16:26;LU-02 Usinage;Après-midi;CS-10;Changement de série;17
05/01/2026;16:50;17:00;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;10
05/01/2026;21:53;22:33;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
05/01/2026;22:59;23:27;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;28
05/01/2026;23:44;23:52;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;8
